	Event_Type	Count	Sample_sentence	Trigger	Start	End
4523	Business:Start-Org	47	but a toymaker and one man's dream have put the silver cross pram back on the stroller circuit.	back	14	15
4524	Business:Start-Org	47	at their nearby store, they prepare to open for their first day of business since the war.	open	8	9
4525	Business:Start-Org	47	hamas was founded in 1988 by a blind paraplegic cleric who was influenced by the islamic muslim brotherhood, with backing from israel, he set up sharities in the improverished strip in the 1970s.	founded	2	3
4526	Business:Start-Org	47	hamas was founded in 1988 by a blind paraplegic cleric who was influenced by the islamic muslim brotherhood, with backing from israel, he set up sharities in the improverished strip in the 1970s.	set up	25	27
4527	Business:Start-Org	47	but they turned it into an empire, what shirley temple could have done.	turned	2	3
4528	Business:Start-Org	47	I know they set up the council,  uh, interim council, but that hasn't gone,  you know, perfe- smoothly.	set up	3	5
4529	Business:Start-Org	47	Gen. Richard Myers, chairman of the Joint Chiefs of Staff, suggested isolating members of the old regime in the capital  _  cut off from the rest of the country  _  while an ``interim administration'' is put in place to begin work on a postwar government.	put in place	39	42
4530	Business:Start-Org	47	Gen. Richard Myers, chairman of the Joint Chiefs of Staff, suggested isolating members of the old regime in the capital  _  cut off from the rest of the country  _  while an ``interim administration'' is put in place to begin work on a postwar government.	begin work	43	45
4531	Business:Start-Org	47	A meeting to organize an interim government could be held in Iraq within a week, a senior Pentagon official said Thursday night.	organize	3	4
4532	Business:Start-Org	47	Also on Sunday, South Korean lawmakers said they would work to quickly set up a special parliamentary committee to deal with the North's nuclear issue.	set up	13	15
4533	Business:Start-Org	47	Kiichiro Toyoda founded the automaker in 1937, transforming the loom manufacturer started by his father into an automaker.	started	12	13
4534	Business:Start-Org	47	Kiichiro Toyoda founded the automaker in 1937, transforming the loom manufacturer started by his father into an automaker.	founded	2	3
4535	Business:Start-Org	47	British forces also began establishing the country's first postwar administration Tuesday, granting a local sheik power to set up an administrative committee representing the groups in the region.	establishing	4	5
4536	Business:Start-Org	47	A U.S.-sponsored forum that brought Iraqi opposition leaders together to shape the country's postwar government began Tuesday with a U.S. promise not to rule Iraq and concluded with an agreement to meet again in 10 days.	shape	10	11
4537	Business:Start-Org	47	Meeting in the biblical birthplace of the prophet Abraham, delegates from Iraq's many factions discussed the role of religion in the future government and ways to rebuild the country.	future	23	24
4538	Business:Start-Org	47	The interim administration could begin handing power back to Iraqi officials within three to six months, but forming a government will take longer, said Maj. Gen. Tim Cross, the top British member of Garner's team.	forming	18	19
4539	Business:Start-Org	47	Sheik Ayad Jamal Al Din, a Shiite religious leader from Nasiriyah, urged the delegates to craft a secular government, according to a pool report.	craft	17	18
4540	Business:Start-Org	47	Six European countries have agreed to contribute troops to the British and Polish sectors to create an international stability force, the official said.	create	15	16
4541	Business:Start-Org	47	The spate of bombings underscored how difficult it will be to carry out the U.S.-backed ``road map'' plan, a three-stage prescription for ending violence immediately and setting up a Palestinian state by 2005.	setting up	29	31
4542	Business:Start-Org	47	In 1997, she successfully founded the China Polar Museum Foundation with a view to consolidating scientific research findings about polar exploration from all over the world to advance global environmental protection.	founded	5	6
4543	Business:Start-Org	47	I ran a software company for a few years and then started my own company, Pinnacle Business Enterprises and was under a 5 year exclusive contract with PriceWaterhouoseCoopers doing a lot of interesting things like Business Process Engineering, processes but mostly people and the effect new process would have on them.	started	11	12
4544	Business:Start-Org	47	"The National Carousel Association was founded in the early 1970's by a group of art historians and collectors, including Frederick Fried, author of the 1964 book ""A Pictorial History of The Carousel"" that single-handedly gave the classic hand-carved wooden carousel the respect and appreciation it deserved."	founded	5	6
4545	Business:Start-Org	47	Meanwhile, those collectors who left the National Carousel Association banded together to form the American Carousel Society (ACS), whose stated aims of carousel preservation also recognized collectors as a positive asset towards that goal.	form	13	14
4546	Business:Start-Org	47	Virginia is apparently going to be build a data center in Richmond, a back-up data center, and a help desk/call center as a follow-on to the creation of VITA, the Virginia Information Technology Agency.	creation	28	29
4547	Business:Start-Org	47	And I won't dwell on the irony of an Oracle employee being driven out of Oracle, starting his own company, and forcing Ellison to spend $10.3 billion to get his company -- but not him -- back (though it does rather delightfully remind me of Coca-Cola basically giving away the bottling franchise and then spending billions to buy it back).	starting	18	19
4548	Business:Start-Org	47	Interesting aside: Starbucks is taking over the location in my town that was recently abandoned by Krispy Kreme.	taking over	5	7
4549	Business:Start-Org	47	That's why we founded the National Patient Safety Foundation.	founded	4	5
4550	Business:Start-Org	47	The current government was formed in October 2000.	formed	4	5
4551	Business:Start-Org	47	The ruling Millennium Democratic Party (MDP), founded by former president Kim Dae-Jung, has suffered declining popularity since President Roh Moo-Hyun took office in February.	founded	9	10
4552	Business:Start-Org	47	"A group of 18 reformist MDP lawmakers, mostly Roh's confidants, demanded late Wednesday that the party be ""constructively dissolved"" to create a new grouping, MDP officials said."	create	25	26
4553	Business:Start-Org	47	"Reformist MDP members, however, vowed to launch a preparatory committee next month and to make ""tangible progress"" in the process of forging a new party."	forging	25	26
4554	Business:Start-Org	47	"The Daily Planet Ltd, about to become the first brothel to list on the Australian Stock Exchange, plans to follow up its May Day launching by opening a ""sex Disneyland"" here, the Melbourne-based bordello announced Wednesday."	launching	26	27
4555	Business:Start-Org	47	"The Daily Planet Ltd, about to become the first brothel to list on the Australian Stock Exchange, plans to follow up its May Day launching by opening a ""sex Disneyland"" here, the Melbourne-based bordello announced Wednesday."	opening	28	29
4556	Business:Start-Org	47	"""Prostitution is completely decriminalised in Sydney and we are going to build a monster,"" he said."	build	12	13
4557	Business:Start-Org	47	"""We want a complete one-stop adult venue -- we want a complete adult venue with adult cinemas, adult shops... we have found much bigger premises in a much better location to create a sex Disneyland."""	create	34	35
4558	Business:Start-Org	47	"Mohammad Atrianfar, who had headed Hamshahri (Fellow Citizen) since it was founded a decade ago and was a major backer of reformist President Mohammed Khatami, explained that he wanted to ""leave the new mayor with a free hand to choose a director"" of the paper."	founded	14	15
4559	Business:Start-Org	47	Founded by former mayor Gholamhossein Karbaschi, Hamshahri was quick to become Iran's biggest-selling daily with a circulation of 450,000.	Founded	0	1
4560	Business:Start-Org	47	"""The acquisition of Banco Zaragozano builds on our existing business creating the sixth largest private sector banking group in Spain"" by assets, added Jacobo Gonzalez-Robatto, chief executive of Barclays Spain."	creating	11	12
4561	Business:Start-Org	47	A ground-breaking British budget cinema chain launched by the founder of low-cost airline easyJet announced Friday that it had finally acquired some films to show -- just a fortnight before it first opens.	launched	6	7
4562	Business:Start-Org	47	EasyCinema founder Stelios Haji-Ioannou, who set up easyJet in 1995 and built it up into Europe's biggest budget airline, has vowed to take legal action against the distribution firms unless they allow him access.	set up	6	8
4563	Business:Start-Org	47	The deadlock, and subsequent lack of any films, has been threatening to de-rail the debut of easyCinema's first outlet in Milton Keynes, just north of London, which is due to open its doors on May 23.	debut	16	17
4564	Business:Start-Org	47	The deadlock, and subsequent lack of any films, has been threatening to de-rail the debut of easyCinema's first outlet in Milton Keynes, just north of London, which is due to open its doors on May 23.	open	35	36
4565	Business:Start-Org	47	Major US insurance group AIG is in the final stage of talks to take over General Electric's Japanese life insurance arm in a deal to create Japan's sixth largest life insurer, reports said Wednesday.	create	26	27
4566	Business:Start-Org	47	Diller has served as head of Paramount and Twentieth Century Fox, where he helped launch the Fox Television network.	launch	15	16
4567	Business:Start-Org	47	At the same time, however, Turkey sent 1,000 troops into northern Iraq, and the government said it would send more to prevent Iraqi Kurds from creating an independent state.	creating	28	29
4568	Justice:Execute	21	Up next, evidence at a makeshift morgue points to mass executions by the Iraqi regime.	executions	11	12
4569	Justice:Execute	21	Saddam Hussein controlled Iraq through fear, torture and execution.	execution	9	10
4570	Justice:Execute	21	Hamid Fatil (ph) may look like he's acting, but he was tortured here, along with his two brothers, who were executed.	executed	26	27
4571	Justice:Execute	21	He was hanged there, hanged.	hanged	2	3
4572	Justice:Execute	21	lawyers in texas are trying to keep their client from becoming the 300th person executed in the state since 1982, when texas resumed capital punishment.	executed	14	15
4573	Justice:Execute	21	they're asking the supreme court to block tonight's scheduled execution of delma banks.	execution	11	12
4574	Justice:Execute	21	he'd be the 11th killer put to death in texas this year.	put to death	6	9
4575	Justice:Execute	21	timothy mcveigh, convicted of setting off the bomb that destroyed the alfred p. murrah federal building, was executed nearly two years ago.	executed	19	20
4576	Justice:Execute	21	we have eyewitnesses to his orders of execution of hundreds of people in 1991 during the shiite muslim uprising.	execution	7	8
4577	Justice:Execute	21	state proceedings could bring the death penalty if nichols is convicted.	death penalty	5	7
4578	Justice:Execute	21	I hear though, that he's going to be -- the first person to be (()) um -- uh -- killed for a crime in California in like, thirty five years or something.	killed	24	25
4579	Justice:Execute	21	But I think he would be the first in, in a really long time to actually -- be killed.	killed	19	20
4580	Justice:Execute	21	I mean I guess that's not how they decide who died, but it's because of the	died	11	12
4581	Justice:Execute	21	McVeigh was executed in 2001, and Nichols is serving a life sentence.	executed	2	3
4582	Justice:Execute	21	These are the reasons that none of these mothereffers should ever see the light of day...they need to be all lined up and shot.	shot	25	26
4583	Justice:Execute	21	Indonesia will delay the execution of six convicts including an Indian on death row after five of them appealed to the Supreme Court for a second review, prosecutors said Thursday.	execution	4	5
4584	Justice:Execute	21	"""If we execute them now we can't bring them to life again should their appeals for a review be granted,"" said Antasari Azhar, spokesman for the attorney general's office."	execute	3	4
4585	Justice:Execute	21	President Megawati Sukarnoputri has refused clemency for the six and asked for a speedy execution.	execution	14	15
4586	Justice:Execute	21	Use of the death penalty is rare in Indonesia, where the last execution was carried out in May 2001 of two men convicted of a murder in 1989.	execution	13	14
4587	Justice:Execute	21	Blasphemy is punishable by death under the Pakistan Penal Code.	death	4	5
4588	Justice:Execute	21	However, no blasphemy convict has ever been executed in the country.	executed	8	9
4589	Justice:Trial-Hearing	108	People died, people in prison without court, without trial.	trial	10	11
4590	Justice:Trial-Hearing	108	The hundreds or thousands who died here who were given no trial, no voice, cry out.	trial	11	12
4591	Justice:Trial-Hearing	108	convicted oklahoma city bombing conspirator terry nichols will stand trial again on state murder charges.	trial	9	10
4592	Justice:Trial-Hearing	108	an oklahoma city judge has ruled prosecutors presented enough evidence at a preliminary hearing to try nichols on murder charges for the other 160 victims of the attack.	hearing	13	14
4593	Justice:Trial-Hearing	108	an oklahoma city judge has ruled prosecutors presented enough evidence at a preliminary hearing to try nichols on murder charges for the other 160 victims of the attack.	try	15	16
4594	Justice:Trial-Hearing	108	after the first of several trials ended with convictions and harsh sentences, most of the other defendants pleaded guilty to avoid hard time.	trials	5	6
4595	Justice:Trial-Hearing	108	march 17, 2003 -- with coleman's credibility under serious attack, new hearings for the tulia defendants get under way.	hearings	14	15
4596	Justice:Trial-Hearing	108	the hearings are stopped when the judge, defense attorneys and prosecutors agree that coleman lied under oath and is a racist.	hearings	1	2
4597	Justice:Trial-Hearing	108	as we told you at the top of this newscast, an oklahoma judge has ruled that terry nichols will indeed stand trial in that state court on 160 counts of first-degree murder.	trial	22	23
4598	Justice:Trial-Hearing	108	a trial date was not immediately set by the judge whose decision came as prosecutes were still presenting evidence.	trial	1	2
4599	Justice:Trial-Hearing	108	he is awaiting trial.	trial	3	4
4600	Justice:Trial-Hearing	108	malvo on trial here in fairfax county for the murder of linda franklin, the fbi analyst who was gunned down in a home depot parking lot.	trial	2	3
4601	Justice:Trial-Hearing	108	today's motions hearing just part of the preliminary skirmishing.	hearing	3	4
4602	Justice:Trial-Hearing	108	the actual trial will be getting under way this fall.	trial	2	3
4603	Justice:Trial-Hearing	108	a pair of laci peterson's missing shoes could be very important evidence in scott's murder trial.	trial	17	18
4604	Justice:Trial-Hearing	108	peterson awaiting trial in the murder of his wife lace sand their unborn son.	trial	2	3
4605	Justice:Trial-Hearing	108	the court says it will not hear this case until late august.	hear	6	7
4606	Justice:Trial-Hearing	108	martha stewart unfairly singled out for prosecution or is she getting what she deserved?	prosecution	6	7
4607	Justice:Trial-Hearing	108	jim in new york, i've des piesed martha stewart for years before the imclone scandal, but all this prosecution does is how bias prosecutors are when they deal with moguls who strip the hopes of investors.	prosecution	21	22
4608	Justice:Trial-Hearing	108	joe in michigan, prosecute, when your skit in life is professing trust and integrity and you violate that responsilibity to your believing public, then you should be done.	prosecute	4	5
4609	Justice:Trial-Hearing	108	he was told today he will have his dmai court.	have	6	7
4610	Justice:Trial-Hearing	108	two of the indicted men are out on bond, but samiel aryan and other defendant are held without bond which is to say they will stay in jail until the trial starts in roughly 18 months.	trial	31	32
4611	Justice:Trial-Hearing	108	earlier this month o'brien narrowly escaped prosecution over his handling of sexual abuse allegations against priests.	prosecution	6	7
4612	Justice:Trial-Hearing	108	first, a big hearing tomorrow in the scott peterson case.	hearing	4	5
4613	Justice:Trial-Hearing	108	what drove him to become a serial rapist and to jump bail in the middle of the trial.	trial	17	18
4614	Justice:Trial-Hearing	108	he was arrested in june after he he -- jumped trial on bail.	trial	10	11
4615	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	20	21
4616	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	6	7
4617	Justice:Trial-Hearing	108	Okay, I -- have been following the trial, I don't know why, ever since this whole thing happened.	trial	8	9
4618	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	6	7
4619	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	20	21
4620	Justice:Trial-Hearing	108	Um,  uh, Scott Peterson trial.	trial	6	7
4621	Justice:Trial-Hearing	108	Where the trial's at.	trial	2	3
4622	Justice:Trial-Hearing	108	And the trial's there.	trial	2	3
4623	Justice:Trial-Hearing	108	Yeah, I heard something about it.	it	6	7
4624	Justice:Trial-Hearing	108	Yeah, because I was really -- I wasn't really following it that much because I was-	it	12	13
4625	Justice:Trial-Hearing	108	but -- ((but I'd love to have his hair)) something just came off the ~TV about the Scott trial.	trial	24	25
4626	Justice:Trial-Hearing	108	I live in Redwood City, which they actually moved the trial here a couple months into it.	trial	11	12
4627	Justice:Trial-Hearing	108	I live in Redwood City, which they actually moved the trial here a couple months into it.	it	17	18
4628	Justice:Trial-Hearing	108	Yeah, we're a pretty small town, so our newspaper covers it a lot.	it	13	14
4629	Justice:Trial-Hearing	108	You know, we're close to the trial so of course it's going to be in the newspaper every single day.	trial	8	9
4630	Justice:Trial-Hearing	108	So, it's, you know, and the trial, the, um,  what is it called, the verdict, was actually read by audio over the ~TV.	trial	10	11
4631	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	6	7
4632	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	20	21
4633	Justice:Trial-Hearing	108	I didn't really follow the trial very closely at all	trial	6	7
4634	Justice:Trial-Hearing	108	we don't have, uh, cable so we purposely didn't watch the trial, but I read about it on the internet.	trial	15	16
4635	Justice:Trial-Hearing	108	we don't have, uh, cable so we purposely didn't watch the trial, but I read about it on the internet.	it	21	22
4636	Justice:Trial-Hearing	108	I never really got the whole -- watching it on ~TV and and getting into the whole -- mystery of it because, in the end, the woman's dead and so is her child and -- and -- there's -- really no way of changing that I guess.	it	8	9
4637	Justice:Trial-Hearing	108	Yeah, uh, I think it's kind of strange how it was so publicized.	it	12	13
4638	Justice:Trial-Hearing	108	But it just amazes me that, uh, I think it's ridiculous how publicized -- how much publicity it got because -- I mean there's like human rights violations going on all around the world.	it	20	21
4639	Justice:Trial-Hearing	108	Um (()) it's almost like, uh -- (()) diversion but it just seems like they just make it into like, like a soap opera for people to watch, you know?	it	25	26
4640	Justice:Trial-Hearing	108	Peterson Trial Scott Peterson has been found guilty of murdering his wife Laci and their unborn son, and he now faces the death penalty.	Trial	1	2
4641	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	6	7
4642	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	20	21
4643	Justice:Trial-Hearing	108	Uh, there there's something about this Scott Peterson trial, though, that the th- that I can't I can't recall hearing.	trial	10	11
4644	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	6	7
4645	Justice:Trial-Hearing	108	How closely did you follow the trial and what do you think of all of the media coverage of the trial?	trial	20	21
4646	Justice:Trial-Hearing	108	I I didn't actually -- watch the trial very much, uh th- in fact, I didn't watch the trial at all.	trial	8	9
4647	Justice:Trial-Hearing	108	I I didn't actually -- watch the trial very much, uh th- in fact, I didn't watch the trial at all.	trial	23	24
4648	Justice:Trial-Hearing	108	I read about it in the newspaper and things like that.	it	3	4
4649	Justice:Trial-Hearing	108	There's been a lot of media coverage of the Peterson trial.	trial	11	12
4650	Justice:Trial-Hearing	108	Why do you think this trial has been so publicized?	trial	5	6
4651	Justice:Trial-Hearing	108	What other criminal trials have gotten a lot of media attention, and why?	trials	3	4
4652	Justice:Trial-Hearing	108	What's the most memorable criminal trial you can recall?	trial	6	7
4653	Justice:Trial-Hearing	108	Have yo- how so, how do you feel about this Scott Peterson trial and all the publicity they're putting into it, and	trial	14	15
4654	Justice:Trial-Hearing	108	Yeah, well, I that's what I was g- my next question was, that was another big criminal criminal, uh, trial,	trial	26	27
4655	Justice:Trial-Hearing	108	Criminal Trials/Peterson Scott Peterson has been found guilty of murdering his wife Laci and their unborn son, and he now faces the death penalty.	Trials	1	2
4656	Justice:Trial-Hearing	108	There's been a lot of media coverage of the Peterson trial.	trial	11	12
4657	Justice:Trial-Hearing	108	Why do you think this trial has been so publicized?	trial	5	6
4658	Justice:Trial-Hearing	108	What other criminal trials have gotten a lot of media attention, and why?	trials	3	4
4659	Justice:Trial-Hearing	108	What's the most memorable criminal trial you can recall?	trial	6	7
4660	Justice:Trial-Hearing	108	Uh, what do you know about this Scott -- Peterson trial?	trial	11	12
4661	Justice:Trial-Hearing	108	The hearing was scheduled for April 10.	hearing	1	2
4662	Justice:Trial-Hearing	108	Separately, lawyers who claim that Iraq helped plan the 1995 Oklahoma City bombing that killed 168 people asked a judge at a federal court in New York to force Al-Douri to testify in the case and hold the envoy in contempt, saying they worry that he would flee the country.	case	35	36
4663	Justice:Trial-Hearing	108	U.S. District Judge John S. Martin did not immediately rule but scheduled a hearing for next week.	hearing	13	14
4664	Justice:Trial-Hearing	108	Chiluba's lawyer, Chifumu Banda, told the court he had advised Chiluba not to appear in court Friday, following an agreement with the prosecution that the case be postponed for a month while the appeal is considered.	case	29	30
4665	Justice:Trial-Hearing	108	The lawyer said the court's military board had refused to launch proceedings on the appeal.	proceedings	12	13
4666	Justice:Trial-Hearing	108	In last year's trial, the paper was convicted of defaming the government for publishing that trains running to and from southern Sudan were used to transport abducted women and children.	trial	4	5
4667	Justice:Trial-Hearing	108	South Africa's Supreme Court of Appeal ruled Tuesday against a state request to retry the head of apartheid's germ warfare program, once accused of plotting to poison Nelson Mandela.	retry	14	15
4668	Justice:Trial-Hearing	108	The ruling by judges Piet Streicher and Mohamed Navsa of the Supreme Court of Appeal, the highest appeals court in the country, means that Basson cannot be tried again and his acquittal stands, the South African Press Association reported.	tried	30	31
4669	Justice:Trial-Hearing	108	The state's appeal was based on the judge refusing to recuse himself during Basson's 2 1/2-year trial.	trial	19	20
4670	Justice:Trial-Hearing	108	During the trial witnesses testified that the project involved trying to create deadly bacteria and anti-fertility drugs that would only affect blacks.	trial	2	3
4671	Justice:Trial-Hearing	108	Seven people convicted last week in Vietnam's biggest-ever criminal trial, including two former senior government officials, have requested an appeal of the verdicts, a court official said Tuesday.	trial	10	11
4672	Justice:Trial-Hearing	108	The trial by a Ho Chi Minh City court was seen as a litmus test of the communist government's resolve to fight widespread corruption.	trial	1	2
4673	Justice:Trial-Hearing	108	A total of 155 defendants stood trial during the three months of proceedings.	trial	6	7
4674	Justice:Trial-Hearing	108	Naxakis is one of 13 people on trial for bringing the fugitive guerrilla leader to Greece.	trial	7	8
4675	Justice:Trial-Hearing	108	Naxakis and two of Ocalan's Kurdish associates are being tried on criminal charges of endangering national security.	tried	10	11
4676	Justice:Trial-Hearing	108	Ocalan, being tried in absentia, was indicted for entering the country illegally, a misdemeanor.	tried	3	4
4677	Justice:Trial-Hearing	108	He is being tried in Greece in absentia.	tried	3	4
4678	Justice:Trial-Hearing	108	The Central Jakarta District Court began Wednesday the trial of Muslim cleric Abu Bakar Ba' asyir who has been in custody since last October on charges of treason and immigration offenses.	trial	8	9
4679	Justice:Trial-Hearing	108	The authorities have moved the trial venue for security reasons and to allow wider media coverage.	trial	5	6
4680	Justice:Trial-Hearing	108	The Sandiganbayan Special Division Friday reset for June 16 the resumption of Estrada's plunder case hearing, which was originally scheduled for June 2.	hearing	16	17
4681	Justice:Trial-Hearing	108	All the FL prosecutors have to do is ask, and the AZ jailers will pack her up in a van or a plane and ship her back to FL for trial on the FTA charge and probably to commence her serving time under the suspended sentence that went along with her original probation.	trial	31	32
4682	Justice:Trial-Hearing	108	For some reason, I can't recall if selling drugs to minors qualifies as a jury trial or what.	trial	17	18
4683	Justice:Trial-Hearing	108	Feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr, Andrea Yates, by ruling that one of the prosecutor's expert witnesses gave false testimony at her trial.	trial	38	39
4684	Justice:Trial-Hearing	108	She was not tried in the deaths of the other two.	tried	3	4
4685	Justice:Trial-Hearing	108	Today the 1st Court of Appeals overturned the convictions and ordered a new trial.	trial	13	14
4686	Justice:Trial-Hearing	108	Tugle was on trial for raping and killing a southwest Virginia grandmother.	trial	3	4
4687	Justice:Trial-Hearing	108	Ummm, am I the only one that learned anything from the Michael Irvin drug trial of the mid 90's?	trial	15	16
4688	Justice:Trial-Hearing	108	Can you say that the lawyers, the trial lawyers who appoint millions and millions of dollars into Democratic coffers in order to keep this, do you believe that this is healthy...	trial	8	9
4689	Justice:Trial-Hearing	108	Are we going to say to these and so many others, you can't have your full day in court?	have	15	16
4690	Justice:Trial-Hearing	108	There was a hear on Capitol Hill today.	hear	3	4
4691	Justice:Trial-Hearing	108	luster skipped bail during his trial in january for raping and drugging three women.	trial	5	6
4692	Justice:Trial-Hearing	108	The conduct of the trials was widely criticised internationally and the United States still lists Anwar as a political prisoner.	trials	4	5
4693	Justice:Trial-Hearing	108	Malaysia's prison department has agreed to allow jailed politician Anwar Ibrahim to attend his daughter's wedding ceremony Friday after his bail hearing, his lawyer said Thursday.	hearing	23	24
4694	Justice:Trial-Hearing	108	Slobodan Milosevic's wife will go on trial next week on charges of mismanaging state property during the former president's rule, a court said Thursday.	trial	7	8
4695	Justice:Trial-Hearing	108	The Belgrade district court said that Markovic will be tried along with 10 other Milosevic-era officials who face similar charges of ``inappropriate use of state property'' that carry a sentence of up to five years in jail.	tried	9	10
4696	Justice:Trial-Hearing	108	The trial will start on March 13, the court said.	trial	1	2
4697	Justice:Sentence	98	They sentenced him to death.	sentenced	1	2
4698	Justice:Sentence	98	abbas was convicted in absentia by an italian court and sentenced to five life terms in prison.	sentenced	10	11
4699	Justice:Sentence	98	if convicted on all counts, stewart faces up to 30 years in prison and $2 million in fines.	faces	7	8
4700	Justice:Sentence	98	sam waksal was sentenced to seven years and three months in federal prison.	sentenced	3	4
4701	Justice:Sentence	98	after the first of several trials ended with convictions and harsh sentences, most of the other defendants pleaded guilty to avoid hard time.	sentences	11	12
4702	Justice:Sentence	98	they rejected challenges to the law of sentences of 25 years to life without parole for a man convicted of stealing some golf clubs and 50 years for a man who stole some videotapes.	sentences	7	8
4703	Justice:Sentence	98	currently in california, 7000 people serving 25 to year life sentences under the three strikes law.	sentences	11	12
4704	Justice:Sentence	98	it's designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who scalded her 4-year-old to death in a bathtub, walked out of court a free woman yesterday sentenced to five years probation.	sentenced	41	42
4705	Justice:Sentence	98	for killing his wife and three children the oldest of whom was three, christian longo had been sentenced to die.	sentenced	18	19
4706	Justice:Sentence	98	the jury deliberated for three hour before returning a death sentence.	sentence	10	11
4707	Justice:Sentence	98	he should get the death penalty, just like saddam, 60 times over.	death penalty	4	6
4708	Justice:Sentence	98	the oklahoma city bombing conspirator is already serving a life term in federal prison.	serving	7	8
4709	Justice:Sentence	98	it was the same courtroom where a suspected al qaeda militant got a death sentence last week for killing three american missionaries.	got	11	12
4710	Justice:Sentence	98	maryland is the only state that allows unchecked judicial reconsideration, allowing judges to reduce prison terms at any time after sentencing.	sentencing	21	22
4711	Justice:Sentence	98	in the african nation of nigeria, an islamic court delayed the appeal of a woman condemned to death by stoning.	condemned	16	17
4712	Justice:Sentence	98	three other nigerians also face stoning deaths for the same crime.	face	4	5
4713	Justice:Sentence	98	our next guest this morning faced 100 lashes for premarital sex in pakistan.	faced	5	6
4714	Justice:Sentence	98	as i understand it, you say you were facing a sentence of 100 lashes, had not yet been sentenced that?	sentence	11	12
4715	Justice:Sentence	98	as i understand it, you say you were facing a sentence of 100 lashes, had not yet been sentenced that?	sentenced	20	21
4716	Justice:Sentence	98	sam waksal, founder and former considers o of imclone is scheduled to be sentenced today.	sentenced	14	15
4717	Justice:Sentence	98	waksal could be fined $3.5 million, facing a maximum of 75 years in prison, expected, though, to receive about six to seven years.	receive	22	23
4718	Justice:Sentence	98	sam waksal, sentenced, 10:00 a.m., local time here in new york.	sentenced	3	4
4719	Justice:Sentence	98	"up first, on ""cnn live today"", sentencing this hour in the case of sam waksal, the man at the center of the martha stewart scandal."	sentencing	10	11
4720	Justice:Sentence	98	cnn financial news correspondent chris huntington is outside the federal courthouse where sentencing is underway.	sentencing	12	13
4721	Justice:Sentence	98	sam waksal has been sentenced to more that seven years in prison, ordered to pay $4 million in fines and back taxes in connection with the insider trading scandal.	sentenced	4	5
4722	Justice:Sentence	98	he is now getting word of his sentence from the federal judge.	sentence	7	8
4723	Justice:Sentence	98	embattled imclone founder sam waksal sentenced to more than seven years in prison for insider trading.	sentenced	5	6
4724	Justice:Sentence	98	I don't think he's guilty and, I hope he doesn't get the death penalty.	get	14	15
4725	Justice:Sentence	98	Once they sentence him ((I bet)).	sentence	2	3
4726	Justice:Sentence	98	Peterson Trial Scott Peterson has been found guilty of murdering his wife Laci and their unborn son, and he now faces the death penalty.	faces	21	22
4727	Justice:Sentence	98	What kind of sentencing should Peterson receive?	sentencing	3	4
4728	Justice:Sentence	98	I don't know if they've, I don't know if they've -- um -- given him the death penalty yet.	given	18	19
4729	Justice:Sentence	98	Peterson Trial Scott Peterson has been found guilty of murdering his wife Laci and their unborn son, and he now faces the death penalty.	faces	21	22
4730	Justice:Sentence	98	What kind of sentencing should Peterson receive?	sentencing	3	4
4731	Justice:Sentence	98	Did the -- are they still going to try to get him with, uh,  the death penalty or are they -- -- or are they going to be content with just, uh,  just, you know, giving him life, uh, have heard about that?	get	10	11
4732	Justice:Sentence	98	Did the -- are they still going to try to get him with, uh,  the death penalty or are they -- -- or are they going to be content with just, uh,  just, you know, giving him life, uh, have heard about that?	giving	41	42
4733	Justice:Sentence	98	uh, if he did do it,  I -- thought to myself,  he will probably get -- the maximum sentence of whatever it is	get	17	18
4734	Justice:Sentence	98	Well, he he he probably will, yeah.	will	6	7
4735	Justice:Sentence	98	Peterson Trial Scott Peterson has been found guilty of murdering his wife Laci and their unborn son, and he now faces the death penalty.	faces	21	22
4736	Justice:Sentence	98	Well, uh they're coming up to the sentencing, and I heard yesterday or read in the newspaper or something that his brother -- I guess it was on the television.	sentencing	9	10
4737	Justice:Sentence	98	In the news, his brother was appealing -- for them to to sentence him to -- to prison for life rather than the death penalty, because -- he said he's a very good listener and he cares about people, and and he might be able to help a lot of people in prison.	sentence	13	14
4738	Justice:Sentence	98	And they're making the determination if -- in fact he will get the death penalty, or life in prison.	get	12	13
4739	Justice:Sentence	98	And because of the the charge on the baby, they couldn't automatically give him the death penalty, but -- obviously there's enough -- um, complaints or whatever	give	14	15
